20210417-175400-strand2,20210417-175400-strand1,20210401-220000-strand1,20210401-220000-strand2,20210410-175500-strand2,20210410-225500-strand2,20210425-0350
-0.227000012993813,0.554000020027161,-0.396000027656555,-2.1470000743866,1.28600001335144,-0.512000024318695,0.0
-0.198000013828278,0.554000020027161,-0.396000027656555,-2.14800000190735,1.27700006961823,-0.435000032186508,0.0
-0.176000013947487,0.554000020027161,-0.396000027656555,-2.1470000743866,1.27700006961823,-0.41100001335144,0.0
-0.176000013947487,0.554000020027161,-0.397000014781952,-2.14600014686584,1.27600002288818,-0.367000013589859,0.0
-0.176000013947487,0.555000007152557,-0.397000014781952,-2.14500021934509,1.27500009536743,-0.336000025272369,0.0
-0.175000011920929,0.554000020027161,-0.396000027656555,-2.14500021934509,1.27500009536743,-0.235000014305115,0.0
-0.175000011920929,0.555000007152557,-0.396000027656555,-2.14500021934509,1.27400004863739,-0.155000001192093,0.0
-0.175000011920929,0.553000032901764,-0.396000027656555,-2.1470000743866,1.27400004863739,-0.112000003457069,0.00100000016391277
-0.175000011920929,0.554000020027161,-0.396000027656555,-5.22900009155273,1.27400004863739,-0.0160000007599592,0.0
-0.175000011920929,0.552000045776367,-0.396000027656555,-4.00800037384033,1.27400004863739,0.0230000019073486,0.0
-0.175000011920929,0.554000020027161,-0.396000027656555,-4.00400018692017,1.27400004863739,0.0270000007003546,0.0
-0.175000011920929,0.554000020027161,-0.396000027656555,-4.00400018692017,1.27400004863739,0.0540000014007092,0.0
-0.175000011920929,0.556000053882599,-0.396000027656555,-3.73700022697449,1.27400004863739,0.0590000040829182,0.0
-0.175000011920929,0.555000007152557,-0.396000027656555,-3.6800000667572,1.27500009536743,0.0600000023841858,0.0
-0.175000011920929,0.555000007152557,-0.396000027656555,-3.49300026893616,1.27400004863739,0.0620000027120113,0.0
-0.175000011920929,0.556000053882599,-0.396000027656555,-4.31500005722046,1.27500009536743,0.0640000030398369,0.0
-0.175000011920929,0.555000007152557,-0.396000027656555,-2.18300008773804,1.27400004863739,0.0640000030398369,0.0
-0.175000011920929,0.556000053882599,-0.396000027656555,-2.15300011634827,1.27500009536743,0.0650000050663948,0.0
-0.174000009894371,0.557000041007996,-0.396000027656555,-2.15000009536743,1.27500009536743,0.0670000016689301,0.0
-0.173000007867813,0.557000041007996,-0.396000027656555,-2.13900017738342,1.27500009536743,0.0659999996423721,0.0
-0.174000009894371,0.557000041007996,-0.396000027656555,-1.91600012779236,1.27500009536743,0.0670000016689301,0.0
-0.174000009894371,0.556000053882599,-0.396000027656555,-1.91900014877319,1.27500009536743,0.068000003695488,0.0
-0.173000007867813,0.558000028133392,-0.395000010728836,-1.92200005054474,1.27500009536743,0.0690000057220459,0.0
-0.173000007867813,0.559000015258789,-0.395000010728836,-1.91300010681152,1.27500009536743,0.0700000002980232,0.0
-0.173000007867813,0.561000049114227,-0.395000010728836,-1.91100013256073,1.27500009536743,0.073000006377697,0.0
-0.175000011920929,0.560000002384186,-0.395000010728836,-1.91100013256073,1.27500009536743,0.0760000050067902,0.0
-0.175000011920929,0.561000049114227,-0.396000027656555,-1.91000008583069,1.28100001811981,0.13900001347065,0.0
-0.175000011920929,0.561000049114227,-0.396000027656555,-1.91000008583069,1.34800004959106,0.14300000667572,0.0
-0.175000011920929,0.561000049114227,-0.396000027656555,-1.91300010681152,1.40400004386902,0.144000008702278,0.0
-0.177000001072884,0.561000049114227,-0.396000027656555,-1.92100012302399,1.4080001115799,0.144000008702278,0.0
-0.177000001072884,0.562000036239624,-0.396000027656555,-4.14900016784668,1.41300010681152,0.144000008702278,0.0
-0.177000001072884,0.562000036239624,-0.396000027656555,-2.11500000953674,1.42100012302399,0.144000008702278,0.0
-0.177000001072884,0.561000049114227,-0.396000027656555,-2.10600018501282,1.42600011825562,0.146999999880791,0.0
-0.177000001072884,0.563000023365021,-0.396000027656555,-2.09700012207031,1.43100011348724,0.235000014305115,0.0
-0.177000001072884,0.563000023365021,-0.395000010728836,-2.09100008010864,1.43800008296967,-0.994000017642975,0.0
-0.177000001072884,0.564000010490417,-0.395000010728836,-2.08899998664856,1.44800007343292,-1.04000008106232,0.0
-0.177000001072884,0.568000018596649,-0.395000010728836,-2.08400011062622,1.48500001430511,-0.564000010490417,0.0
-0.177000001072884,0.636000037193298,-0.395000010728836,-2.08200001716614,1.5200001001358,-0.145000010728836,0.0
-0.177000001072884,0.730000019073486,-0.395000010728836,-2.0789999961853,1.52300012111664,0.220000013709068,0.0
